userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
smcnamee4k,directional,DC,whitney high school,cerritos,CA,2.81,2025,Mathematics,Creative Writing,257,498,1,30,24,13,5,634,388,627,342,784,345,331,690,678,8
rtombleson4l,real-time,FL,brooklyn technical high school,brooklyn,NY,2.73,2023,Biology,Sociology,794,578,3,13,26,10,3,663,446,707,661,223,471,246,417,361,7
collett4m,24 hour,SD,academic magnet high school,north charleston,SC,3.33,2022,Mathematics,Sociology,456,394,12,19,27,10,28,648,625,447,581,562,634,595,426,419,8
jvarney4n,Cloned,NY,academy for information technology,scotch plains,NJ,3.84,2022,Biology,Creative Writing,278,597,4,17,15,20,16,618,408,620,328,614,783,433,638,202,2
llossman4o,solution-oriented,CA,james madison high school,vienna,VA,3.85,2023,Computer Science,Psychology,238,721,4,19,1,16,28,389,499,646,386,716,380,656,500,400,7
ireisen4p,tertiary,CO,whitney high school,cerritos,CA,3.44,2026,Computer Science,Creative Writing,547,735,29,26,15,12,21,203,228,597,247,599,454,317,202,456,2
cpierson4q,Up-sized,FL,brooklyn technical high school,brooklyn,NY,2.9,2026,English,Psychology,761,298,19,27,31,10,6,722,551,282,704,410,415,694,341,542,1
ccomo4r,Graphical User Interface,VA,academic magnet high school,north charleston,SC,2.91,2026,Computer Science,Creative Writing,224,760,25,31,21,17,18,303,232,633,260,745,761,754,652,692,9
aglanert4s,Seamless,VA,academy for information technology,scotch plains,NJ,3.63,2023,Mathematics,Creative Writing,422,630,21,29,3,24,13,727,353,441,696,603,420,292,543,278,0
kdyte4t,circuit,KY,james madison high school,vienna,VA,2.46,2022,Spanish,Sociology,480,770,29,19,35,7,33,434,683,334,361,371,577,337,796,437,3
kfloyd4u,Synergistic,DC,whitney high school,cerritos,CA,3.83,2022,Mathematics,Creative Writing,605,778,35,16,31,10,24,206,446,459,387,231,689,708,688,796,9
ahuriche4v,structure,OH,brooklyn technical high school,brooklyn,NY,2.0,2024,Spanish,Psychology,672,366,11,2,5,3,34,323,339,796,589,734,528,509,308,540,1
lsuttie4w,background,NY,academic magnet high school,north charleston,SC,3.76,2025,Computer Science,Sociology,514,734,29,29,12,33,9,279,219,595,487,252,700,248,719,591,2
kmcalpin4x,next generation,MD,academy for information technology,scotch plains,NJ,3.4,2026,Computer Science,Psychology,461,294,6,16,30,4,4,465,675,498,517,729,798,277,319,487,8
lvogel4y,encoding,VA,james madison high school,vienna,VA,3.94,2024,Computer Science,Psychology,406,607,6,26,10,32,11,612,234,225,768,689,376,436,519,271,0
rbrowell4z,moratorium,UT,whitney high school,cerritos,CA,2.64,2023,Mathematics,Computer Engineering,757,328,9,2,3,35,30,700,394,303,272,727,221,760,694,660,7
tdarthe50,content-based,CT,brooklyn technical high school,brooklyn,NY,3.86,2022,Spanish,Creative Writing,482,736,22,8,13,6,16,208,690,289,542,256,247,481,286,561,5
dfollet51,installation,WI,academic magnet high school,north charleston,SC,2.93,2022,Spanish,Computer Engineering,338,265,26,28,31,21,16,362,763,508,353,736,693,329,242,388,1
dgirkin52,knowledge base,OK,academy for information technology,scotch plains,NJ,2.29,2023,Spanish,Psychology,456,607,33,10,4,14,1,311,711,523,379,204,475,397,575,337,4
rheake53,Fully-configurable,MI,james madison high school,vienna,VA,2.41,2024,Computer Science,Sociology,597,221,34,22,14,3,3,369,744,408,689,335,266,476,251,480,10
asmidmore54,mobile,TX,whitney high school,cerritos,CA,2.24,2026,Biology,Creative Writing,547,404,33,11,20,2,7,497,201,552,543,543,497,519,251,398,0
msudlow55,Phased,TX,brooklyn technical high school,brooklyn,NY,3.74,2022,Computer Science,Computer Engineering,391,208,21,8,33,4,3,310,647,705,601,356,645,433,277,549,10
rsheilds56,leading edge,IL,academic magnet high school,north charleston,SC,2.83,2026,Spanish,Psychology,721,595,10,15,15,12,3,759,696,462,610,528,340,201,775,536,7
adingle57,service-desk,FL,academy for information technology,scotch plains,NJ,3.58,2024,Biology,Sociology,761,661,12,33,6,3,9,488,697,262,429,653,288,259,208,732,8
smuncaster58,solution-oriented,WA,james madison high school,vienna,VA,3.69,2024,Computer Science,Creative Writing,264,698,35,36,27,10,3,523,467,755,681,213,532,787,644,200,8
cbeggini59,demand-driven,LA,whitney high school,cerritos,CA,3.7,2026,Computer Science,Sociology,631,266,5,7,25,20,16,347,286,437,618,714,369,211,418,678,5
rmincini5a,incremental,CA,brooklyn technical high school,brooklyn,NY,3.19,2026,Biology,Sociology,612,460,18,3,9,28,10,377,776,454,756,523,588,655,293,244,8
adanelutti5b,success,FL,academic magnet high school,north charleston,SC,2.52,2025,Mathematics,Psychology,529,796,8,36,7,8,14,397,372,692,296,471,233,275,639,320,4
glazenby5c,Intuitive,OH,academy for information technology,scotch plains,NJ,2.07,2023,Spanish,Psychology,233,751,20,26,20,12,13,771,432,328,560,551,799,514,558,278,8
gireson5d,Synergistic,TX,james madison high school,vienna,VA,3.91,2025,Spanish,Creative Writing,606,498,3,25,10,7,9,559,528,225,480,723,340,415,361,618,9
mkeenleyside5e,4th generation,CA,whitney high school,cerritos,CA,3.14,2025,Spanish,Psychology,575,449,11,20,8,36,4,372,518,392,325,536,751,294,477,594,6
lsealy5f,responsive,KY,brooklyn technical high school,brooklyn,NY,3.56,2026,Computer Science,Sociology,203,248,33,5,19,34,36,495,439,356,776,279,779,645,660,396,5
llugton5g,architecture,CA,academic magnet high school,north charleston,SC,2.8,2023,Computer Science,Sociology,490,748,17,17,2,13,11,733,696,567,540,464,262,292,580,478,6
pmace5h,real-time,WA,academy for information technology,scotch plains,NJ,2.19,2023,Mathematics,Computer Engineering,448,477,9,12,5,29,9,459,468,441,282,771,243,756,317,620,0
urissom5i,Expanded,NY,james madison high school,vienna,VA,3.11,2022,Spanish,Creative Writing,255,775,30,6,35,11,4,502,502,343,661,791,539,444,515,645,1
mshellard5j,neutral,NY,whitney high school,cerritos,CA,3.32,2026,English,Sociology,295,510,22,13,18,14,20,400,260,240,772,212,712,275,327,415,10
pmacilriach5k,local area network,MO,brooklyn technical high school,brooklyn,NY,2.29,2022,Mathematics,Psychology,538,559,27,13,16,15,17,653,440,426,233,242,497,661,797,690,5
fwestbrook5l,systemic,AZ,academic magnet high school,north charleston,SC,2.07,2025,Computer Science,Computer Engineering,450,733,23,15,29,17,28,202,482,650,277,556,787,584,573,445,2
pchevolleau5m,flexibility,TX,academy for information technology,scotch plains,NJ,3.59,2022,Spanish,Psychology,578,669,27,15,26,2,29,278,317,694,573,560,334,460,281,603,1
lkrelle5n,framework,NY,james madison high school,vienna,VA,3.34,2024,Computer Science,Psychology,552,796,28,34,1,22,31,320,616,727,436,764,760,541,201,696,2
wtrapp5o,local area network,NY,whitney high school,cerritos,CA,3.96,2024,Computer Science,Computer Engineering,310,250,12,23,5,30,4,591,737,456,599,614,401,480,348,216,2
kbraddick5p,Ameliorated,MO,brooklyn technical high school,brooklyn,NY,3.76,2023,Biology,Sociology,575,535,4,5,20,17,15,549,392,477,472,670,439,273,758,369,2
gkeeltagh5q,Seamless,VA,academic magnet high school,north charleston,SC,2.29,2022,Mathematics,Computer Engineering,291,361,3,27,10,29,31,414,693,310,328,272,411,535,210,246,9
fwalford5r,system engine,TX,academy for information technology,scotch plains,NJ,3.29,2024,Mathematics,Psychology,643,410,7,27,20,3,33,405,466,274,472,393,586,578,778,557,5
jorgen5s,Pre-emptive,TX,james madison high school,vienna,VA,3.45,2026,Computer Science,Sociology,464,418,26,13,35,31,2,787,678,747,778,331,662,750,247,551,2
mgregg5t,Customer-focused,VA,whitney high school,cerritos,CA,3.04,2026,Computer Science,Creative Writing,559,363,26,31,14,5,23,683,266,633,412,597,302,511,214,474,9
bpinnion5u,frame,NV,brooklyn technical high school,brooklyn,NY,2.16,2025,Computer Science,Psychology,714,406,13,7,2,12,29,553,486,711,701,748,488,703,277,307,9
mnansom5v,regional,NY,academic magnet high school,north charleston,SC,3.57,2023,Biology,Sociology,569,515,13,22,16,14,35,244,611,798,238,403,489,527,339,649,5
bscrivener5w,context-sensitive,OK,academy for information technology,scotch plains,NJ,2.65,2023,Mathematics,Computer Engineering,337,795,14,24,15,29,11,362,611,513,641,356,206,627,705,578,0
fingley5x,Integrated,PA,james madison high school,vienna,VA,2.86,2025,English,Creative Writing,223,229,1,11,10,18,28,625,594,607,224,744,537,309,235,225,8
pduns5y,Persistent,FL,whitney high school,cerritos,CA,3.71,2026,Computer Science,Psychology,699,622,10,6,24,19,28,725,352,438,741,573,311,362,276,288,5
kbesson5z,zero defect,DC,brooklyn technical high school,brooklyn,NY,3.76,2024,Mathematics,Sociology,426,668,22,25,33,28,13,573,564,390,768,573,483,666,756,741,5
tmcarthur60,Graphic Interface,OH,academic magnet high school,north charleston,SC,2.63,2024,Spanish,Computer Engineering,704,514,6,35,21,29,25,408,631,673,260,780,705,402,718,633,10
jdurram61,national,CA,academy for information technology,scotch plains,NJ,3.58,2026,English,Psychology,787,233,6,11,5,31,12,695,223,664,458,404,204,552,737,614,2
hkasper62,Re-engineered,CA,james madison high school,vienna,VA,2.52,2022,Mathematics,Creative Writing,430,400,14,11,21,12,29,431,598,679,381,517,283,396,680,305,3
lmarchant63,multi-state,VA,whitney high school,cerritos,CA,3.05,2025,English,Computer Engineering,495,769,20,6,20,1,14,453,593,408,360,670,634,591,591,489,4
cbleier64,policy,SC,brooklyn technical high school,brooklyn,NY,3.19,2023,Biology,Creative Writing,477,268,24,19,27,10,15,419,413,636,282,282,363,747,658,422,8
padin65,Re-contextualized,FL,academic magnet high school,north charleston,SC,3.63,2025,Mathematics,Computer Engineering,353,290,15,17,4,30,13,504,584,227,741,575,285,423,361,429,7
bsabate66,Automated,VA,academy for information technology,scotch plains,NJ,2.9,2025,Biology,Creative Writing,307,741,22,17,2,28,16,612,554,292,283,533,582,626,800,763,7
bheinschke67,value-added,TX,james madison high school,vienna,VA,2.62,2026,English,Sociology,337,739,34,17,8,13,14,319,596,627,456,396,214,509,383,296,7
cdumbell68,Organic,FL,whitney high school,cerritos,CA,3.71,2026,Biology,Computer Engineering,433,292,19,28,16,22,14,448,222,731,266,692,284,309,781,673,5
evellden69,bottom-line,MO,brooklyn technical high school,brooklyn,NY,2.66,2022,Biology,Psychology,665,699,4,18,2,19,17,558,211,380,532,375,386,261,700,660,9
ajaquiss6a,concept,CA,academic magnet high school,north charleston,SC,3.32,2025,English,Psychology,718,413,28,2,36,6,11,767,217,267,473,634,682,552,574,788,10
mschechter6b,context-sensitive,MN,academy for information technology,scotch plains,NJ,2.5,2025,Mathematics,Creative Writing,319,649,36,7,2,28,30,579,276,551,707,218,290,456,496,678,6
tkiefer6c,Organized,TN,james madison high school,vienna,VA,3.35,2025,English,Psychology,265,330,15,20,36,9,18,409,433,391,759,353,789,394,640,477,7
clewty6d,function,GA,whitney high school,cerritos,CA,3.89,2026,Biology,Sociology,705,617,16,13,30,12,23,717,379,613,256,260,558,329,213,708,0
mmosco6e,artificial intelligence,KS,brooklyn technical high school,brooklyn,NY,3.99,2026,Spanish,Computer Engineering,647,748,8,4,11,21,27,500,268,618,637,662,483,703,505,519,0
cschutte6f,De-engineered,TX,academic magnet high school,north charleston,SC,2.99,2024,Spanish,Computer Engineering,795,652,25,2,36,3,7,761,740,410,528,394,427,236,638,685,7
jkoeppke6g,mission-critical,TX,academy for information technology,scotch plains,NJ,3.72,2024,English,Creative Writing,275,532,15,13,4,26,13,270,784,782,527,335,540,250,769,697,5
mgert6h,context-sensitive,MN,james madison high school,vienna,VA,3.72,2023,Biology,Computer Engineering,658,615,11,14,35,6,31,397,452,603,309,386,608,558,286,429,0
srankling6i,regional,DC,whitney high school,cerritos,CA,3.3,2023,Computer Science,Creative Writing,704,371,25,15,36,20,26,628,784,458,391,213,510,485,323,679,5
estorer6j,orchestration,WI,brooklyn technical high school,brooklyn,NY,2.55,2022,Computer Science,Sociology,476,469,10,30,14,16,16,614,525,346,658,790,269,782,421,389,4
dbabinski6k,web-enabled,CA,academic magnet high school,north charleston,SC,3.36,2025,Biology,Computer Engineering,444,352,14,33,12,35,30,708,799,404,329,266,395,611,345,741,7
mdroogan6l,national,TX,academy for information technology,scotch plains,NJ,3.03,2022,Computer Science,Sociology,783,770,27,17,21,16,33,450,638,554,715,460,595,765,484,746,3
mmulberry6m,demand-driven,CA,james madison high school,vienna,VA,3.48,2024,Biology,Psychology,751,474,12,27,30,22,32,672,318,473,296,315,708,686,336,336,8
bpedrielli6n,stable,CA,whitney high school,cerritos,CA,2.26,2022,Spanish,Psychology,292,279,11,29,31,34,19,582,271,787,440,394,322,720,200,266,0
gstraker6o,Customizable,NE,brooklyn technical high school,brooklyn,NY,3.19,2025,English,Psychology,310,295,12,8,30,29,36,537,720,607,575,264,443,220,208,799,4
tkleiser6p,Ergonomic,KS,academic magnet high school,north charleston,SC,2.77,2025,English,Creative Writing,643,716,8,7,35,4,7,405,271,478,333,599,565,497,592,251,7
gpayley6q,implementation,CA,academy for information technology,scotch plains,NJ,2.78,2026,Spanish,Creative Writing,635,211,13,12,28,29,14,261,307,598,624,645,650,547,345,628,10
bgatchell6r,service-desk,OK,james madison high school,vienna,VA,2.91,2026,Computer Science,Creative Writing,683,590,22,23,3,20,8,752,468,634,612,677,697,204,318,617,3
tetherson6s,array,AZ,whitney high school,cerritos,CA,3.65,2026,Mathematics,Psychology,652,733,17,4,6,32,4,212,700,796,561,349,391,514,499,562,3
kprickett6t,concept,NY,brooklyn technical high school,brooklyn,NY,3.18,2024,English,Sociology,386,356,20,9,27,25,29,352,623,237,638,330,792,775,406,251,3
kglanz6u,neutral,TX,academic magnet high school,north charleston,SC,3.68,2024,Mathematics,Sociology,411,772,25,30,23,9,35,721,504,504,614,707,234,572,328,485,0
jsarjent6v,definition,IN,academy for information technology,scotch plains,NJ,3.53,2024,Biology,Computer Engineering,383,274,16,2,28,32,14,715,599,442,398,317,670,750,713,237,6
mborkett6w,24/7,PA,james madison high school,vienna,VA,3.53,2026,Computer Science,Creative Writing,268,468,9,35,28,35,27,287,209,285,264,257,539,518,770,533,10
kbeards6x,holistic,ID,whitney high school,cerritos,CA,3.01,2023,English,Psychology,586,338,28,18,3,16,16,734,726,563,448,416,653,450,780,394,9
jromeo6y,Object-based,PA,brooklyn technical high school,brooklyn,NY,2.11,2022,English,Psychology,440,800,5,30,20,24,13,285,236,386,687,471,358,769,792,427,5
dwyard6z,challenge,AR,academic magnet high school,north charleston,SC,2.1,2025,English,Psychology,481,674,16,36,8,33,23,508,534,501,659,387,723,288,648,347,9
flightbourn70,Business-focused,IL,academy for information technology,scotch plains,NJ,2.9,2022,Mathematics,Psychology,542,204,17,13,17,22,4,618,483,294,656,657,320,272,395,257,8
vrolin71,Front-line,MN,james madison high school,vienna,VA,3.42,2023,Spanish,Computer Engineering,557,468,14,9,34,32,6,765,543,502,309,591,445,221,215,681,3
dshrawley72,De-engineered,DC,whitney high school,cerritos,CA,3.84,2026,Spanish,Computer Engineering,397,407,6,11,26,25,5,777,741,738,272,708,298,556,790,271,0
ahevner73,heuristic,NC,brooklyn technical high school,brooklyn,NY,3.08,2026,Biology,Sociology,744,438,3,16,17,8,23,539,453,227,471,718,542,490,668,263,2
mspringthorp74,internet solution,AL,academic magnet high school,north charleston,SC,2.11,2026,Mathematics,Creative Writing,381,792,24,24,12,3,4,448,703,602,245,315,257,555,240,640,4
dfaulconbridge75,methodology,KS,academy for information technology,scotch plains,NJ,2.64,2022,Computer Science,Psychology,725,718,23,23,23,19,33,278,408,525,565,796,726,621,372,552,10
llazer76,Down-sized,MO,james madison high school,vienna,VA,3.32,2025,English,Creative Writing,218,335,10,3,8,20,3,596,641,289,667,529,493,655,425,509,4
mviney77,Centralized,TX,whitney high school,cerritos,CA,2.94,2024,English,Computer Engineering,569,695,19,26,3,29,26,367,382,568,800,329,504,480,510,360,1
mroffey78,zero administration,ID,brooklyn technical high school,brooklyn,NY,2.97,2022,Spanish,Creative Writing,783,516,2,22,14,30,12,765,489,267,274,675,523,504,610,649,7
fibberson79,array,NY,academic magnet high school,north charleston,SC,3.74,2022,Computer Science,Psychology,674,682,4,5,15,6,5,526,335,202,599,511,598,777,330,724,7
asapir7a,Public-key,DC,academy for information technology,scotch plains,NJ,2.08,2024,Mathematics,Psychology,599,742,16,17,7,7,21,662,734,637,467,271,474,640,464,547,7
jrotham7b,fault-tolerant,TX,james madison high school,vienna,VA,3.52,2024,Mathematics,Sociology,369,245,21,22,22,16,19,350,614,354,518,255,644,562,777,593,7
rnelane7c,interface,MO,whitney high school,cerritos,CA,2.06,2024,English,Sociology,744,730,15,7,19,10,18,300,710,709,616,782,214,253,339,478,6
omallatratt7d,Mandatory,NV,brooklyn technical high school,brooklyn,NY,2.76,2024,Computer Science,Creative Writing,586,218,25,17,28,17,13,799,593,603,511,563,299,565,297,284,7
bswale7e,software,AZ,academic magnet high school,north charleston,SC,3.78,2022,Mathematics,Creative Writing,631,699,18,33,23,9,13,586,667,421,735,338,715,279,250,747,2
amottershaw7f,directional,NY,academy for information technology,scotch plains,NJ,3.21,2023,Spanish,Computer Engineering,210,308,21,14,28,26,13,397,517,703,377,487,567,750,606,709,3
mcellone7g,Down-sized,TX,james madison high school,vienna,VA,2.15,2026,Spanish,Creative Writing,255,258,25,21,36,1,25,699,733,302,284,674,331,315,629,584,0
cleall7h,Fully-configurable,NY,whitney high school,cerritos,CA,3.36,2024,Biology,Creative Writing,257,735,30,27,34,29,27,275,682,303,583,529,380,532,515,382,2
cleblond7i,well-modulated,CA,brooklyn technical high school,brooklyn,NY,2.23,2022,Mathematics,Sociology,614,336,25,31,14,11,19,477,655,628,590,607,672,357,747,667,6
kbrissard7j,instruction set,TX,academic magnet high school,north charleston,SC,2.29,2022,Biology,Psychology,613,678,31,5,11,27,22,317,520,795,371,530,457,412,651,792,0
sstatter7k,project,NY,academy for information technology,scotch plains,NJ,2.69,2022,Spanish,Computer Engineering,684,671,27,36,21,22,28,398,492,682,224,526,279,549,595,335,8
llowth7l,Reverse-engineered,CO,james madison high school,vienna,VA,2.86,2023,English,Psychology,219,213,4,31,7,35,7,776,666,606,754,407,215,618,502,659,3
rambroix7m,Open-architected,FL,whitney high school,cerritos,CA,2.11,2024,Biology,Creative Writing,434,760,10,25,29,29,35,774,731,338,655,548,741,394,651,695,9
aioselev7n,Persistent,AK,brooklyn technical high school,brooklyn,NY,2.08,2024,Mathematics,Creative Writing,750,667,21,30,21,18,36,733,220,732,551,798,587,574,424,418,5
tchastan7o,intranet,OK,academic magnet high school,north charleston,SC,2.45,2023,English,Creative Writing,355,566,20,22,20,28,19,548,305,787,767,622,661,462,254,266,10
nmish7p,leverage,KS,academy for information technology,scotch plains,NJ,2.57,2023,English,Creative Writing,247,390,24,22,29,29,31,610,383,315,527,797,359,443,439,626,7
stoffts7q,Upgradable,TX,james madison high school,vienna,VA,2.21,2025,Computer Science,Creative Writing,634,344,32,13,12,5,25,672,237,337,617,611,587,401,457,482,8
gmarcome7r,foreground,UT,whitney high school,cerritos,CA,3.55,2023,Spanish,Sociology,280,428,20,11,8,20,26,713,589,706,494,461,666,769,269,614,3
ttanslie7s,Customer-focused,CO,brooklyn technical high school,brooklyn,NY,2.27,2024,Computer Science,Computer Engineering,750,586,25,19,25,12,5,270,353,201,420,402,219,726,512,692,4
bbosse7t,application,FL,academic magnet high school,north charleston,SC,3.86,2024,Biology,Sociology,704,629,15,16,34,1,32,768,634,660,709,400,392,365,478,698,4
htierney7u,clear-thinking,GA,academy for information technology,scotch plains,NJ,2.71,2025,Mathematics,Creative Writing,738,330,27,21,8,6,24,412,464,754,612,207,714,796,682,749,3
mborland7v,functionalities,SD,james madison high school,vienna,VA,2.47,2024,Spanish,Psychology,439,466,34,13,6,19,22,255,595,236,459,781,413,651,687,763,6
ltolworthie7w,User-friendly,DC,whitney high school,cerritos,CA,2.9,2025,Spanish,Sociology,432,476,6,16,11,21,11,523,506,564,232,328,647,307,267,757,2
hmargetson7x,project,NV,brooklyn technical high school,brooklyn,NY,3.36,2022,Biology,Sociology,641,761,34,32,31,5,2,498,614,773,447,401,304,636,261,348,7
mvint7y,intangible,MO,academic magnet high school,north charleston,SC,2.32,2024,English,Sociology,515,768,32,7,9,34,36,724,727,351,374,297,250,479,443,331,3
cloffill7z,application,OH,academy for information technology,scotch plains,NJ,2.41,2023,Biology,Creative Writing,690,335,27,31,32,7,27,252,541,776,382,400,490,386,420,659,8
dcanape80,exuding,CA,james madison high school,vienna,VA,2.78,2023,Computer Science,Sociology,792,263,9,6,8,13,20,720,549,282,503,784,262,359,567,785,10
smcgoldrick81,core,TN,whitney high school,cerritos,CA,3.26,2023,Mathematics,Psychology,223,684,12,33,27,31,27,706,764,496,475,565,363,717,676,554,3
bharfoot82,capability,CT,brooklyn technical high school,brooklyn,NY,2.5,2022,Biology,Creative Writing,552,674,34,33,34,32,6,466,395,523,457,341,764,387,637,656,2
oroskrug83,Implemented,VA,academic magnet high school,north charleston,SC,2.49,2022,Biology,Computer Engineering,346,737,10,10,5,31,27,578,796,716,395,533,756,599,440,367,3
rcapelle84,orchestration,CA,academy for information technology,scotch plains,NJ,2.7,2025,Mathematics,Sociology,389,588,19,32,19,13,10,537,552,778,416,335,651,408,418,249,5
bantonowicz85,time-frame,MI,james madison high school,vienna,VA,3.46,2026,English,Computer Engineering,485,712,16,1,9,6,12,664,365,709,666,697,357,746,276,466,2
ffrance86,Switchable,KS,whitney high school,cerritos,CA,3.05,2022,Spanish,Psychology,600,624,36,35,35,26,8,496,472,723,275,216,213,433,767,217,1
alukesch87,solution-oriented,IL,brooklyn technical high school,brooklyn,NY,3.8,2022,Spanish,Sociology,459,353,36,5,26,12,36,259,262,495,327,606,405,281,255,673,8
mritmeier88,Automated,FL,academic magnet high school,north charleston,SC,2.91,2023,Computer Science,Psychology,674,754,1,2,25,9,29,422,220,553,753,407,632,751,733,226,9
ebirks89,bandwidth-monitored,TX,academy for information technology,scotch plains,NJ,3.83,2026,Mathematics,Psychology,401,440,15,18,2,18,3,287,608,443,681,239,232,223,474,404,6
nmeir8a,Face to face,IN,james madison high school,vienna,VA,3.66,2025,English,Sociology,569,776,32,10,14,24,25,215,209,371,204,245,614,770,238,221,7
nspleving8b,system engine,CA,whitney high school,cerritos,CA,2.63,2026,Mathematics,Sociology,661,379,23,28,15,3,6,562,200,363,527,251,788,686,565,398,5
kfilippazzo8c,Stand-alone,FL,brooklyn technical high school,brooklyn,NY,3.57,2022,Computer Science,Psychology,341,322,19,16,1,11,20,668,329,511,394,599,558,321,382,340,4
chowcroft8d,customer loyalty,MA,academic magnet high school,north charleston,SC,3.75,2025,Biology,Computer Engineering,497,656,1,31,22,19,29,703,282,226,238,581,479,777,513,656,5
wfoort8e,motivating,IL,academy for information technology,scotch plains,NJ,3.24,2023,English,Sociology,765,605,21,31,23,21,30,361,458,776,508,408,501,459,432,782,10
bkyte8f,portal,SC,james madison high school,vienna,VA,2.31,2026,Spanish,Computer Engineering,529,713,22,18,5,14,25,421,284,686,369,758,428,606,730,617,9
dnuschke8g,Persistent,TX,whitney high school,cerritos,CA,2.18,2025,Mathematics,Creative Writing,447,207,5,1,22,23,21,619,523,545,663,304,445,272,644,616,1
fkeightley8h,service-desk,DC,brooklyn technical high school,brooklyn,NY,2.45,2022,English,Creative Writing,471,677,5,31,2,16,16,796,739,370,318,306,737,591,625,368,3
ksadgrove8i,structure,TX,academic magnet high school,north charleston,SC,2.15,2025,English,Psychology,662,478,19,24,6,23,1,613,451,462,483,416,581,789,214,349,5
blevet8j,approach,TX,academy for information technology,scotch plains,NJ,3.1,2022,Mathematics,Psychology,432,320,36,19,22,5,6,234,800,465,619,635,517,497,409,785,4
colenikov8k,composite,CA,james madison high school,vienna,VA,3.12,2023,Spanish,Sociology,473,772,31,33,9,4,31,295,496,675,701,516,700,304,728,557,7
hivanin8l,knowledge base,FL,whitney high school,cerritos,CA,2.77,2025,Spanish,Psychology,529,353,10,14,15,6,36,646,384,431,649,240,542,397,509,518,5
cfilpi8m,Exclusive,CT,brooklyn technical high school,brooklyn,NY,2.96,2025,Spanish,Sociology,772,394,24,25,8,19,5,420,452,638,406,323,540,782,247,243,1
acarpenter8n,web-enabled,DC,academic magnet high school,north charleston,SC,3.06,2023,Spanish,Psychology,669,448,32,22,14,29,17,470,243,426,300,384,730,455,213,253,8
sgudd8o,fresh-thinking,IN,academy for information technology,scotch plains,NJ,2.48,2022,Biology,Computer Engineering,577,411,15,19,15,34,21,610,543,798,570,657,590,797,485,770,7
vtruran8p,database,MN,james madison high school,vienna,VA,2.71,2025,Biology,Psychology,359,642,23,28,23,2,28,468,718,577,451,392,611,359,504,700,9
soleahy8q,contextually-based,FL,whitney high school,cerritos,CA,3.65,2022,English,Sociology,405,701,8,16,18,29,10,329,435,249,698,754,655,536,767,374,7
dlaurencot8r,methodical,CA,brooklyn technical high school,brooklyn,NY,2.77,2025,Mathematics,Sociology,761,595,5,14,26,2,26,274,594,472,717,245,594,329,459,614,6
klassells8s,responsive,CA,academic magnet high school,north charleston,SC,3.58,2023,Mathematics,Sociology,800,206,26,8,35,3,24,482,783,585,365,577,788,235,702,337,3
gcorbin8t,executive,MI,academy for information technology,scotch plains,NJ,2.44,2023,English,Computer Engineering,572,290,18,35,15,3,36,539,645,371,349,415,665,461,244,749,8
imarchington8u,functionalities,VA,james madison high school,vienna,VA,2.12,2025,Spanish,Psychology,247,620,20,5,9,36,35,459,218,358,476,645,271,755,740,567,0
ktudgay8v,strategy,FL,whitney high school,cerritos,CA,2.3,2025,Computer Science,Computer Engineering,696,644,21,7,27,15,4,553,394,206,367,586,735,238,310,202,8
rtebbe8w,functionalities,TX,brooklyn technical high school,brooklyn,NY,3.86,2023,Computer Science,Psychology,718,603,36,25,27,32,2,589,577,307,539,626,317,425,621,717,0
efarraway8x,bi-directional,NY,academic magnet high school,north charleston,SC,3.87,2022,Spanish,Computer Engineering,279,476,20,4,22,5,12,502,488,649,488,767,403,378,434,736,2
ggaler8y,4th generation,VA,academy for information technology,scotch plains,NJ,2.91,2025,Mathematics,Computer Engineering,274,470,21,15,22,2,26,575,283,547,749,427,517,796,592,767,7
noverington8z,directional,WA,james madison high school,vienna,VA,2.81,2022,Mathematics,Computer Engineering,238,515,11,2,7,24,3,611,212,226,266,483,264,326,703,222,2
cbruna90,implementation,PA,whitney high school,cerritos,CA,3.76,2022,Computer Science,Creative Writing,719,240,24,22,34,36,32,767,672,518,374,254,273,358,576,242,2
rgeater91,pricing structure,FL,brooklyn technical high school,brooklyn,NY,2.13,2022,Computer Science,Creative Writing,292,323,14,35,11,24,30,648,695,617,391,220,513,704,444,763,5
edavydychev92,Mandatory,KY,academic magnet high school,north charleston,SC,2.79,2026,Mathematics,Sociology,442,644,19,9,36,19,24,418,715,552,376,772,426,256,324,648,1
hsmethurst93,user-facing,VA,academy for information technology,scotch plains,NJ,3.94,2023,Biology,Computer Engineering,262,618,6,27,14,17,35,612,551,602,361,371,573,460,566,407,2
ebulgen94,solution,NV,james madison high school,vienna,VA,2.67,2026,Spanish,Psychology,517,680,32,35,5,12,19,614,415,334,311,790,535,578,442,584,2
afader95,Intuitive,CT,whitney high school,cerritos,CA,3.36,2022,English,Creative Writing,507,607,17,22,14,29,5,525,692,307,649,209,694,743,252,225,3
onorval96,Automated,KY,brooklyn technical high school,brooklyn,NY,3.22,2022,Spanish,Sociology,515,719,11,16,30,4,9,551,216,208,740,570,611,531,725,431,1
